-1.279070e+00 	 4.084315e-02
-1.240310e+00 	 5.540938e-02
-1.201550e+00 	 7.930871e-02
-1.162791e+00 	 1.225151e-01
-1.124031e+00 	 2.128976e-01
-1.085271e+00 	 4.548351e-01
-1.046512e+00 	 1.545384e+00
-1.007752e+00 	 5.630356e+01
-9.689922e-01 	 3.565645e+00
-9.302326e-01 	 7.145783e-01
-8.914729e-01 	 3.000135e-01
-8.527132e-01 	 1.657179e-01
-8.139535e-01 	 1.058243e-01
-7.751938e-01 	 7.396557e-02
-7.364341e-01 	 5.500591e-02
-6.976744e-01 	 4.280966e-02
-6.589147e-01 	 3.450419e-02
-6.201550e-01 	 2.859798e-02
-5.813953e-01 	 2.425369e-02
-5.426357e-01 	 2.097161e-02
-5.038760e-01 	 1.843850e-02
-4.651163e-01 	 1.644997e-02
-4.263566e-01 	 1.486810e-02
-3.875969e-01 	 1.359724e-02
-3.488372e-01 	 1.256947e-02
-3.100775e-01 	 1.173564e-02
-2.713178e-01 	 1.105965e-02
-2.325581e-01 	 1.051473e-02
-1.937984e-01 	 1.008087e-02
-1.550388e-01 	 9.743181e-03
-1.162791e-01 	 9.490684e-03
-7.751938e-02 	 9.315530e-03
-3.875969e-02 	 9.212455e-03
0.000000e+00 	 9.178426e-03
3.875969e-02 	 9.212455e-03
7.751938e-02 	 9.315530e-03
1.162791e-01 	 9.490684e-03
1.550388e-01 	 9.743181e-03
1.937984e-01 	 1.008087e-02
2.325581e-01 	 1.051473e-02
2.713178e-01 	 1.105965e-02
3.100775e-01 	 1.173564e-02
3.488372e-01 	 1.256947e-02
3.875969e-01 	 1.359724e-02
4.263566e-01 	 1.486810e-02
4.651163e-01 	 1.644997e-02
5.038760e-01 	 1.843850e-02
5.426357e-01 	 2.097161e-02
5.813953e-01 	 2.425369e-02
6.201550e-01 	 2.859798e-02
6.589147e-01 	 3.450419e-02
6.976744e-01 	 4.280966e-02
7.364341e-01 	 5.500591e-02
7.751938e-01 	 7.396557e-02
8.139535e-01 	 1.058243e-01
8.527132e-01 	 1.657179e-01
8.914729e-01 	 3.000135e-01
9.302326e-01 	 7.145783e-01
9.689922e-01 	 3.565645e+00
1.007752e+00 	 5.630356e+01
1.046512e+00 	 1.545384e+00
1.085271e+00 	 4.548351e-01
1.124031e+00 	 2.128976e-01
1.162791e+00 	 1.225151e-01
1.201550e+00 	 7.930871e-02
1.240310e+00 	 5.540938e-02
1.279070e+00 	 4.084315e-02
1.317829e+00 	 3.132797e-02
1.356589e+00 	 2.477990e-02
1.395349e+00 	 2.008684e-02
1.434109e+00 	 1.661183e-02
1.472868e+00 	 1.396897e-02
1.511628e+00 	 1.191354e-02
1.550388e+00 	 1.028434e-02
1.589147e+00 	 8.971756e-03
1.627907e+00 	 7.899156e-03
1.666667e+00 	 7.011694e-03
1.705426e+00 	 6.269290e-03
1.744186e+00 	 5.642115e-03
1.782946e+00 	 5.107606e-03
1.821705e+00 	 4.648445e-03
1.860465e+00 	 4.251165e-03
1.899225e+00 	 3.905168e-03
1.937984e+00 	 3.602026e-03
1.976744e+00 	 3.334968e-03
2.015504e+00 	 3.098504e-03
2.054264e+00 	 2.888149e-03
2.093023e+00 	 2.700207e-03
2.131783e+00 	 2.531615e-03
2.170543e+00 	 2.379812e-03
2.209302e+00 	 2.242648e-03
2.248062e+00 	 2.118307e-03
2.286822e+00 	 2.005243e-03
2.325581e+00 	 1.902140e-03
2.364341e+00 	 1.807865e-03
2.403101e+00 	 1.721445e-03
2.441860e+00 	 1.642035e-03
2.480620e+00 	 1.568903e-03
2.519380e+00 	 1.501410e-03
2.558140e+00 	 1.438995e-03
2.596899e+00 	 1.381166e-03
2.635659e+00 	 1.327492e-03
2.674419e+00 	 1.277589e-03
2.713178e+00 	 1.231118e-03
2.751938e+00 	 1.187777e-03
2.790698e+00 	 1.147297e-03
2.829457e+00 	 1.109439e-03
2.868217e+00 	 1.073986e-03
2.906977e+00 	 1.040746e-03
2.945736e+00 	 1.009544e-03
2.984496e+00 	 9.802251e-04
3.023256e+00 	 9.526464e-04
3.062016e+00 	 9.266799e-04
3.100775e+00 	 9.022093e-04
3.139535e+00 	 8.791291e-04
3.178295e+00 	 8.573430e-04
3.217054e+00 	 8.367634e-04
3.255814e+00 	 8.173103e-04
3.294574e+00 	 7.989103e-04
3.333333e+00 	 7.814966e-04
3.372093e+00 	 7.650076e-04
3.410853e+00 	 7.493869e-04
3.449612e+00 	 7.345825e-04
3.488372e+00 	 7.205468e-04
3.527132e+00 	 7.072357e-04
3.565891e+00 	 6.946086e-04
3.604651e+00 	 6.826281e-04
3.643411e+00 	 6.712594e-04
3.682171e+00 	 6.604706e-04
3.720930e+00 	 6.502320e-04
3.759690e+00 	 6.405160e-04
3.798450e+00 	 6.312973e-04
3.837209e+00 	 6.225522e-04
3.875969e+00 	 6.142587e-04
3.914729e+00 	 6.063965e-04
3.953488e+00 	 5.989467e-04
3.992248e+00 	 5.918917e-04
4.031008e+00 	 5.852153e-04
4.069767e+00 	 5.789021e-04
4.108527e+00 	 5.729383e-04
4.147287e+00 	 5.673106e-04
4.186047e+00 	 5.620069e-04
4.224806e+00 	 5.570160e-04
4.263566e+00 	 5.523275e-04
4.302326e+00 	 5.479316e-04
4.341085e+00 	 5.438194e-04
4.379845e+00 	 5.399826e-04
4.418605e+00 	 5.364137e-04
4.457364e+00 	 5.331056e-04
4.496124e+00 	 5.300519e-04
4.534884e+00 	 5.272467e-04
4.573643e+00 	 5.246847e-04
4.612403e+00 	 5.223611e-04
4.651163e+00 	 5.202714e-04
4.689922e+00 	 5.184119e-04
4.728682e+00 	 5.167791e-04
4.767442e+00 	 5.153699e-04
4.806202e+00 	 5.141818e-04
4.844961e+00 	 5.132126e-04
4.883721e+00 	 5.124607e-04
4.922481e+00 	 5.119245e-04
4.961240e+00 	 5.116032e-04
