8.139535e-01 	 3.041509e-03
8.527132e-01 	 3.334743e-03
8.914729e-01 	 3.665508e-03
9.302326e-01 	 4.039566e-03
9.689922e-01 	 4.463835e-03
1.007752e+00 	 4.946672e-03
1.046512e+00 	 5.498235e-03
1.085271e+00 	 6.130963e-03
1.124031e+00 	 6.860205e-03
1.162791e+00 	 7.705066e-03
1.201550e+00 	 8.689547e-03
1.240310e+00 	 9.844107e-03
1.279070e+00 	 1.120785e-02
1.317829e+00 	 1.283157e-02
1.356589e+00 	 1.478225e-02
1.395349e+00 	 1.714947e-02
1.434109e+00 	 2.005526e-02
1.472868e+00 	 2.366904e-02
1.511628e+00 	 2.823140e-02
1.550388e+00 	 3.409292e-02
1.589147e+00 	 4.178000e-02
1.627907e+00 	 5.211141e-02
1.666667e+00 	 6.641572e-02
1.705426e+00 	 8.696271e-02
1.744186e+00 	 1.178875e-01
1.782946e+00 	 1.673711e-01
1.821705e+00 	 2.534842e-01
1.860465e+00 	 4.228474e-01
1.899225e+00 	 8.280938e-01
1.937984e+00 	 2.233277e+00
1.976744e+00 	 1.621656e+01
2.015504e+00 	 3.725166e+01
2.054264e+00 	 3.104152e+00
2.093023e+00 	 1.078059e+00
2.131783e+00 	 5.481623e-01
2.170543e+00 	 3.339665e-01
2.209302e+00 	 2.262062e-01
2.248062e+00 	 1.642714e-01
2.286822e+00 	 1.253249e-01
2.325581e+00 	 9.919132e-02
2.364341e+00 	 8.077248e-02
2.403101e+00 	 6.728187e-02
2.441860e+00 	 5.709030e-02
2.480620e+00 	 4.919269e-02
2.519380e+00 	 4.294118e-02
2.558140e+00 	 3.790258e-02
2.596899e+00 	 3.377815e-02
2.635659e+00 	 3.035633e-02
2.674419e+00 	 2.748382e-02
2.713178e+00 	 2.504725e-02
2.751938e+00 	 2.296131e-02
2.790698e+00 	 2.116074e-02
2.829457e+00 	 1.959495e-02
2.868217e+00 	 1.822419e-02
2.906977e+00 	 1.701685e-02
2.945736e+00 	 1.594757e-02
2.984496e+00 	 1.499579e-02
3.023256e+00 	 1.414468e-02
3.062016e+00 	 1.338035e-02
3.100775e+00 	 1.269129e-02
3.139535e+00 	 1.206785e-02
3.178295e+00 	 1.150192e-02
3.217054e+00 	 1.098661e-02
3.255814e+00 	 1.051606e-02
3.294574e+00 	 1.008527e-02
3.333333e+00 	 9.689922e-03
3.372093e+00 	 9.326283e-03
3.410853e+00 	 8.991117e-03
3.449612e+00 	 8.681604e-03
3.488372e+00 	 8.395278e-03
3.527132e+00 	 8.129972e-03
3.565891e+00 	 7.883778e-03
3.604651e+00 	 7.655010e-03
3.643411e+00 	 7.442174e-03
3.682171e+00 	 7.243942e-03
3.720930e+00 	 7.059131e-03
3.759690e+00 	 6.886683e-03
3.798450e+00 	 6.725652e-03
3.837209e+00 	 6.575188e-03
3.875969e+00 	 6.434527e-03
3.914729e+00 	 6.302983e-03
3.953488e+00 	 6.179934e-03
3.992248e+00 	 6.064818e-03
4.031008e+00 	 5.957129e-03
4.069767e+00 	 5.856405e-03
4.108527e+00 	 5.762230e-03
4.147287e+00 	 5.674225e-03
4.186047e+00 	 5.592044e-03
4.224806e+00 	 5.515375e-03
4.263566e+00 	 5.443934e-03
4.302326e+00 	 5.377460e-03
4.341085e+00 	 5.315718e-03
4.379845e+00 	 5.258496e-03
4.418605e+00 	 5.205597e-03
4.457364e+00 	 5.156846e-03
4.496124e+00 	 5.112084e-03
4.534884e+00 	 5.071166e-03
4.573643e+00 	 5.033963e-03
4.612403e+00 	 5.000360e-03
4.651163e+00 	 4.970252e-03
4.689922e+00 	 4.943548e-03
4.728682e+00 	 4.920168e-03
4.767442e+00 	 4.900042e-03
4.806202e+00 	 4.883110e-03
4.844961e+00 	 4.869324e-03
4.883721e+00 	 4.858642e-03
4.922481e+00 	 4.851034e-03
4.961240e+00 	 4.846478e-03
